,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state
8594,SF bay area,2986,apartment,730,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8595,SF bay area,2546,apartment,836,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca
8596,SF bay area,2845,house,1200,2,2.0,1,1,0,0,0,0,w/d hookups,attached garage,ca
8597,SF bay area,2793,apartment,778,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
8598,SF bay area,2750,apartment,1000,2,1.0,0,0,0,0,0,0,laundry on site,carport,ca
8599,SF bay area,2045,apartment,1047,2,1.5,1,1,0,0,0,0,w/d in unit,carport,ca
8600,SF bay area,3400,house,1420,3,3.0,1,0,0,0,0,0,w/d in unit,attached garage,ca
8601,SF bay area,2250,manufactured,550,1,1.0,1,1,1,0,0,0,no laundry on site,valet parking,ca
8602,SF bay area,1625,apartment,700,1,1.0,1,1,0,0,0,0,laundry in bldg,carport,ca
8603,SF bay area,2065,apartment,852,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8604,SF bay area,5600,house,4700,5,4.0,0,0,1,0,0,0,w/d in unit,attached garage,ca
8605,SF bay area,3809,apartment,795,1,1.0,1,1,0,0,1,0,w/d in unit,detached garage,ca
8606,SF bay area,4600,house,1928,4,3.0,1,1,0,0,0,0,w/d in unit,attached garage,ca
8607,SF bay area,2817,apartment,642,1,1.0,1,1,0,1,0,0,w/d in unit,attached garage,ca
8608,SF bay area,1600,cottage/cabin,840,1,1.0,0,0,1,0,0,0,w/d in unit,street parking,ca
8611,SF bay area,4495,townhouse,1476,4,2.5,0,0,0,0,0,1,w/d in unit,carport,ca
8612,SF bay area,5790,apartment,1388,2,2.5,1,1,0,1,0,0,w/d in unit,attached garage,ca
8613,SF bay area,3229,apartment,1000,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
8614,SF bay area,3474,apartment,1078,2,2.0,1,1,0,1,0,0,w/d in unit,off-street parking,ca
8615,SF bay area,3475,apartment,866,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8617,SF bay area,2490,apartment,850,2,1.0,0,0,0,0,0,0,laundry in bldg,detached garage,ca
8621,SF bay area,2803,apartment,528,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8622,SF bay area,4571,apartment,1365,2,2.0,1,1,0,1,0,0,w/d in unit,attached garage,ca
8623,SF bay area,4150,apartment,1071,2,2.0,1,1,0,0,0,0,w/d in unit,attached garage,ca
8624,SF bay area,2793,apartment,778,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
8625,SF bay area,3545,apartment,1005,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca
8626,SF bay area,3106,apartment,600,1,1.0,1,1,0,0,0,0,laundry in bldg,carport,ca
8627,SF bay area,3415,apartment,800,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8628,SF bay area,2695,condo,1241,2,2.0,0,0,0,0,0,0,w/d in unit,detached garage,ca
8629,SF bay area,3820,apartment,1211,2,2.0,1,1,0,1,1,0,w/d in unit,detached garage,ca
8630,SF bay area,3150,house,1700,3,2.5,0,0,1,0,0,0,w/d in unit,attached garage,ca
8634,SF bay area,3307,apartment,935,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8635,SF bay area,2836,apartment,1007,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
8637,SF bay area,2225,apartment,938,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
8638,SF bay area,3193,apartment,702,1,1.0,1,1,0,1,0,0,w/d in unit,carport,ca
8639,SF bay area,3350,condo,1092,2,2.0,0,0,1,0,0,0,laundry on site,attached garage,ca
8641,SF bay area,4217,apartment,1293,3,3.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8643,SF bay area,1964,apartment,975,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca
8644,SF bay area,4850,duplex,1400,3,2.5,0,0,0,0,1,0,w/d in unit,attached garage,ca
8645,SF bay area,3100,house,1694,3,2.0,0,0,1,0,0,0,laundry in bldg,attached garage,ca
8647,SF bay area,4700,apartment,675,1,1.0,0,0,0,0,0,0,laundry on site,detached garage,ca
8648,SF bay area,4680,duplex,1400,3,2.5,0,0,0,0,0,0,w/d in unit,attached garage,ca
8650,SF bay area,4276,apartment,1179,2,2.0,1,1,0,1,0,0,w/d in unit,attached garage,ca
8651,SF bay area,1880,apartment,850,2,1.0,1,1,1,0,0,0,laundry in bldg,carport,ca
8652,SF bay area,2491,apartment,1073,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
8653,SF bay area,2525,apartment,1060,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
8655,SF bay area,4215,apartment,837,2,2.0,1,1,1,1,1,0,w/d in unit,detached garage,ca
8656,SF bay area,5015,apartment,1211,2,2.0,1,1,0,1,1,0,w/d in unit,detached garage,ca
8657,SF bay area,2850,apartment,800,2,1.0,0,0,0,0,0,0,laundry on site,street parking,ca
8660,SF bay area,3824,apartment,865,1,1.0,1,1,0,1,0,0,w/d in unit,attached garage,ca
8661,SF bay area,1700,apartment,825,2,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
8662,SF bay area,1500,apartment,345,0,1.0,0,0,0,0,0,0,laundry on site,off-street parking,ca
8663,SF bay area,4750,house,1750,4,2.5,0,0,0,0,1,1,w/d in unit,attached garage,ca
8665,SF bay area,3777,apartment,972,2,2.0,1,1,0,1,0,0,w/d in unit,carport,ca
8666,SF bay area,3620,apartment,839,1,1.0,1,1,0,1,0,0,w/d in unit,attached garage,ca
8667,SF bay area,3200,house,2200,4,2.0,0,0,0,0,0,0,w/d in unit,off-street parking,ca
8668,SF bay area,2250,apartment,1042,2,1.5,1,1,1,0,0,0,laundry on site,carport,ca
8669,SF bay area,3737,apartment,972,2,2.0,1,1,0,1,0,0,w/d in unit,carport,ca
8671,SF bay area,1996,apartment,803,2,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8672,SF bay area,2960,apartment,1035,2,2.0,1,1,0,1,0,0,w/d in unit,carport,ca
8673,SF bay area,2598,townhouse,1254,3,1.5,1,1,0,0,0,0,w/d in unit,carport,ca
8675,SF bay area,3427,apartment,754,1,1.0,1,1,0,1,1,0,w/d in unit,carport,ca
8677,SF bay area,3800,house,890,2,1.0,0,0,1,0,0,0,w/d in unit,attached garage,ca
8678,SF bay area,3600,apartment,950,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
8679,SF bay area,2505,apartment,825,2,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8681,SF bay area,2505,apartment,825,2,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8682,SF bay area,1550,apartment,750,1,1.0,1,1,1,0,0,0,no laundry on site,carport,ca
8683,SF bay area,2823,apartment,701,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8684,SF bay area,2160,apartment,750,1,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8685,SF bay area,2500,apartment,1060,2,1.5,1,1,1,0,0,0,w/d in unit,carport,ca
8687,SF bay area,2160,apartment,750,1,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8688,SF bay area,2750,apartment,1000,2,1.0,0,0,0,0,0,0,laundry on site,off-street parking,ca
8689,SF bay area,3125,apartment,1420,3,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
8690,SF bay area,2160,apartment,750,1,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8692,SF bay area,3193,apartment,702,1,1.0,1,1,0,1,0,0,w/d in unit,carport,ca
8693,SF bay area,3800,house,1200,3,2.0,0,0,0,0,0,0,w/d in unit,attached garage,ca
8694,SF bay area,2793,apartment,778,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
8695,SF bay area,2836,condo,905,2,1.0,1,1,0,1,0,1,w/d in unit,attached garage,ca
8696,SF bay area,3400,house,1600,4,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
8697,SF bay area,2395,apartment,685,1,1.0,1,1,0,1,1,0,w/d in unit,detached garage,ca
8698,SF bay area,2050,apartment,800,2,1.0,0,0,0,0,0,0,laundry on site,carport,ca
8699,SF bay area,3500,house,1400,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
8700,SF bay area,5595,house,1400,3,2.0,1,0,0,0,0,0,w/d in unit,attached garage,ca
8701,SF bay area,4000,condo,1350,3,2.0,0,0,0,0,0,0,w/d in unit,attached garage,ca
8702,SF bay area,2595,apartment,731,1,1.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8703,SF bay area,3500,house,1700,4,3.0,0,0,0,0,0,0,laundry on site,attached garage,ca
8704,SF bay area,2084,apartment,650,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
8705,SF bay area,2350,apartment,1151,2,2.0,1,0,0,0,0,0,w/d in unit,carport,ca
8706,SF bay area,2370,apartment,1151,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
8707,SF bay area,2900,house,1400,3,2.5,0,0,0,0,0,0,w/d in unit,detached garage,ca
8708,SF bay area,2868,apartment,1063,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8709,SF bay area,2099,apartment,850,2,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8711,SF bay area,1700,apartment,592,1,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8712,SF bay area,3462,apartment,1157,2,2.0,1,1,0,0,1,0,w/d in unit,detached garage,ca
8713,SF bay area,1500,apartment,150,1,1.0,0,0,1,0,0,0,w/d in unit,detached garage,ca
8714,SF bay area,2473,apartment,731,1,1.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8715,SF bay area,4650,apartment,980,3,2.0,1,0,1,0,0,0,w/d in unit,attached garage,ca
8718,SF bay area,2950,apartment,975,2,1.0,1,1,0,0,1,0,w/d in unit,street parking,ca
8722,SF bay area,2937,apartment,1063,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8723,SF bay area,3295,apartment,1030,2,2.0,1,1,1,1,0,0,w/d in unit,detached garage,ca
8726,SF bay area,3115,apartment,850,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
8727,SF bay area,3300,house,1450,3,2.0,1,0,0,0,0,0,laundry on site,attached garage,ca
8728,SF bay area,2597,apartment,1095,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8729,SF bay area,3301,apartment,818,1,1.0,1,1,0,0,1,0,w/d in unit,detached garage,ca
8730,SF bay area,2020,condo,798,2,1.0,0,0,0,0,0,0,laundry in bldg,carport,ca
8731,SF bay area,3200,manufactured,1080,2,2.0,1,1,1,0,0,0,w/d hookups,carport,ca
8734,SF bay area,2250,apartment,420,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,ca
8736,SF bay area,3500,flat,700,1,1.0,1,0,0,0,0,0,laundry in bldg,street parking,ca
8737,SF bay area,2025,apartment,720,2,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8739,SF bay area,2330,apartment,1100,3,2.0,1,1,1,0,0,0,laundry on site,carport,ca
8740,SF bay area,3295,apartment,1050,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
8742,SF bay area,3500,house,1600,3,2.0,1,1,0,1,0,0,laundry on site,off-street parking,ca
8743,SF bay area,2775,apartment,973,2,1.0,1,1,0,0,0,0,laundry in bldg,carport,ca
8745,SF bay area,2768,apartment,778,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
8747,SF bay area,1995,apartment,640,1,1.0,0,0,0,0,0,0,laundry on site,carport,ca
8748,SF bay area,2344,apartment,660,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8749,SF bay area,1775,apartment,627,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8750,SF bay area,3680,house,1837,3,2.0,0,0,0,0,0,0,laundry in bldg,attached garage,ca
8751,SF bay area,2449,apartment,873,1,1.0,1,1,0,1,0,0,w/d in unit,carport,ca
8753,SF bay area,2350,apartment,600,1,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8754,SF bay area,2995,apartment,750,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8755,SF bay area,2853,apartment,800,2,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8756,SF bay area,3269,apartment,981,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
8757,SF bay area,3100,townhouse,1500,3,2.5,0,0,0,0,0,0,w/d hookups,attached garage,ca
8758,SF bay area,2300,apartment,1042,2,1.5,1,1,1,0,0,0,w/d in unit,carport,ca
8759,SF bay area,3164,apartment,1232,3,2.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8760,SF bay area,2215,apartment,950,1,1.0,1,0,1,1,0,0,laundry in bldg,carport,ca
8762,SF bay area,3295,apartment,1050,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
8763,SF bay area,1905,apartment,784,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
8767,SF bay area,3295,apartment,1050,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
8768,SF bay area,3747,apartment,748,1,1.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8769,SF bay area,2095,apartment,345,0,1.0,1,1,0,1,1,0,w/d in unit,street parking,ca
8770,SF bay area,2047,apartment,800,2,1.0,1,1,0,0,0,0,laundry in bldg,carport,ca
8771,SF bay area,2775,apartment,973,2,1.0,1,1,0,0,0,0,laundry in bldg,carport,ca
8772,SF bay area,2300,apartment,540,1,1.0,0,0,1,0,0,0,laundry in bldg,no parking,ca
8773,SF bay area,2165,apartment,345,1,1.0,1,1,0,0,0,0,laundry on site,street parking,ca
8774,SF bay area,2570,apartment,881,2,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8775,SF bay area,2500,apartment,812,1,1.0,1,1,0,0,0,0,w/d in unit,street parking,ca
8777,SF bay area,5300,apartment,1420,2,2.5,0,0,1,0,0,0,w/d in unit,attached garage,ca
8778,SF bay area,2572,apartment,719,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8779,SF bay area,4049,apartment,980,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8780,SF bay area,2991,apartment,891,1,1.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8781,SF bay area,2500,apartment,1100,3,1.0,1,0,1,0,0,0,w/d hookups,street parking,ca
8783,SF bay area,2075,apartment,720,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
8785,SF bay area,2000,apartment,600,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
8786,SF bay area,2700,in-law,700,2,1.0,0,0,0,0,0,0,w/d in unit,street parking,ca
8787,SF bay area,2775,apartment,973,2,1.0,1,1,0,0,0,0,laundry in bldg,carport,ca
8788,SF bay area,2650,apartment,850,2,1.5,0,0,0,0,0,0,laundry in bldg,attached garage,ca
8789,SF bay area,8500,house,3372,6,3.0,0,0,0,0,0,0,w/d in unit,detached garage,ca
8793,SF bay area,3558,apartment,1094,2,2.0,1,1,0,1,0,0,w/d in unit,carport,ca
8795,SF bay area,2500,apartment,850,2,1.0,1,0,1,0,0,0,laundry on site,carport,ca
8796,SF bay area,2450,apartment,550,1,1.0,0,0,0,0,0,0,laundry on site,carport,ca
8797,SF bay area,2438,apartment,1029,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8798,susanville,1295,manufactured,1100,3,2.0,0,0,1,0,0,0,w/d hookups,detached garage,ca
8800,SF bay area,2275,apartment,700,1,1.0,0,0,1,0,0,0,laundry on site,carport,ca
8801,SF bay area,1985,apartment,440,0,1.0,1,1,1,0,0,0,laundry on site,carport,ca
8803,SF bay area,2880,apartment,1000,2,1.0,0,0,0,0,0,0,laundry in bldg,carport,ca
8804,SF bay area,2400,apartment,932,2,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
8805,SF bay area,2145,apartment,660,1,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8807,SF bay area,3200,house,1200,2,1.5,1,1,0,0,0,0,laundry in bldg,no parking,ca
8808,SF bay area,1995,apartment,640,1,1.0,0,0,0,0,0,0,laundry on site,carport,ca
8809,SF bay area,2580,apartment,424,0,1.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8810,SF bay area,2650,apartment,688,1,1.0,1,0,1,0,0,0,laundry on site,carport,ca
8811,SF bay area,2400,duplex,1050,2,1.0,1,0,1,0,0,0,w/d hookups,off-street parking,ca
8812,SF bay area,2160,apartment,750,1,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8813,SF bay area,2675,duplex,1000,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,ca
8814,SF bay area,2600,apartment,603,1,1.0,0,0,0,0,0,0,laundry on site,carport,ca
8815,SF bay area,3700,apartment,1152,2,1.5,1,1,1,0,0,0,w/d in unit,carport,ca
8816,SF bay area,2065,apartment,852,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8817,SF bay area,2160,apartment,750,2,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8818,SF bay area,3695,apartment,1100,2,1.5,0,0,0,0,0,0,w/d in unit,off-street parking,ca
8819,SF bay area,2205,apartment,938,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
8820,SF bay area,2350,apartment,700,1,1.0,0,0,1,1,0,0,laundry on site,carport,ca
8821,SF bay area,2350,apartment,700,1,1.0,0,0,1,1,0,0,laundry on site,carport,ca
8822,SF bay area,2350,apartment,700,1,1.0,0,0,1,1,0,0,laundry on site,carport,ca
8823,SF bay area,2514,apartment,800,2,1.0,1,0,1,1,0,0,laundry on site,carport,ca
8824,SF bay area,2514,apartment,800,2,1.0,1,0,1,1,0,0,laundry on site,carport,ca
8826,SF bay area,3062,apartment,660,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
8827,SF bay area,2000,condo,800,1,1.0,1,1,1,1,1,1,w/d in unit,attached garage,ca
8828,SF bay area,3075,apartment,900,2,1.0,0,0,0,0,0,1,laundry in bldg,carport,ca
8829,SF bay area,1899,apartment,800,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8830,SF bay area,1895,apartment,700,1,1.0,1,0,0,1,0,0,laundry on site,carport,ca
8831,SF bay area,2495,apartment,950,2,1.0,1,1,0,0,1,0,w/d in unit,detached garage,ca
8832,SF bay area,2825,apartment,772,1,1.0,1,1,0,1,0,0,w/d in unit,attached garage,ca
8833,SF bay area,1795,duplex,30,2,1.0,0,0,0,0,0,0,laundry on site,street parking,ca
8834,SF bay area,2995,townhouse,1228,2,2.5,0,0,0,0,0,0,w/d in unit,attached garage,ca
8835,SF bay area,1800,house,1287,3,1.0,1,1,1,0,0,0,w/d in unit,attached garage,ca
8836,SF bay area,2219,apartment,763,2,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8837,SF bay area,2310,apartment,777,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,ca
8839,SF bay area,3423,apartment,725,1,1.0,1,1,0,1,1,0,laundry in bldg,attached garage,ca
8840,SF bay area,1825,apartment,466,0,1.0,1,1,1,0,0,0,laundry on site,detached garage,ca
8841,SF bay area,2165,apartment,345,1,1.0,1,1,0,1,1,0,w/d in unit,carport,ca
8843,SF bay area,3600,apartment,916,1,1.0,0,0,0,0,0,0,w/d in unit,attached garage,ca
8846,SF bay area,3190,apartment,1298,3,2.0,0,0,0,0,0,0,w/d in unit,attached garage,ca
8847,SF bay area,2450,apartment,730,1,2.0,0,0,0,0,0,0,laundry on site,carport,ca
8848,SF bay area,1000,apartment,633,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
8849,SF bay area,3736,apartment,950,2,2.0,1,1,0,0,1,0,w/d in unit,detached garage,ca
8850,SF bay area,3062,apartment,1119,3,1.5,1,1,0,0,0,0,laundry on site,carport,ca
8851,SF bay area,2499,apartment,900,2,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8852,SF bay area,2400,apartment,450,0,1.0,0,0,1,0,0,0,laundry in bldg,no parking,ca
8853,SF bay area,2499,apartment,1000,2,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8854,SF bay area,2650,house,1700,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
8855,SF bay area,2355,apartment,558,0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,ca
8857,SF bay area,3085,apartment,861,1,1.0,1,1,0,1,1,0,w/d in unit,attached garage,ca
8858,SF bay area,2499,apartment,1000,2,1.0,1,1,0,0,0,0,laundry in bldg,carport,ca
8859,SF bay area,2499,apartment,1000,2,1.0,1,1,0,0,0,0,laundry in bldg,carport,ca
8860,SF bay area,2200,apartment,700,2,1.0,0,0,1,0,0,0,laundry in bldg,carport,ca
8861,SF bay area,2600,apartment,686,1,1.0,1,1,0,1,0,0,laundry on site,off-street parking,ca
8863,SF bay area,5975,apartment,945,2,2.0,0,0,0,0,0,0,laundry on site,detached garage,ca
8864,SF bay area,2085,condo,531,1,1.0,1,1,0,1,0,0,w/d in unit,attached garage,ca
8865,SF bay area,3763,apartment,506,1,1.0,1,1,0,1,0,0,w/d in unit,detached garage,ca
8867,SF bay area,2200,duplex,1000,2,2.5,1,0,1,0,0,0,laundry on site,off-street parking,ca
8869,SF bay area,3500,apartment,800,1,1.0,0,0,1,0,0,0,laundry in bldg,street parking,ca
8871,SF bay area,2127,apartment,545,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8874,SF bay area,3999,house,2520,4,2.0,1,0,0,0,0,1,w/d in unit,attached garage,ca
8875,SF bay area,2395,apartment,815,2,1.0,0,0,0,0,0,0,laundry on site,carport,ca
8876,SF bay area,2950,cottage/cabin,750,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,ca
8877,SF bay area,2439,apartment,677,1,1.0,1,1,0,0,1,0,w/d in unit,attached garage,ca
8878,SF bay area,1901,apartment,811,2,2.0,1,1,0,0,0,0,laundry on site,carport,ca
8879,SF bay area,2545,house,1556,2,2.5,0,0,0,0,0,0,w/d hookups,attached garage,ca
8880,SF bay area,3697,apartment,1083,2,2.0,1,1,0,1,1,0,w/d in unit,detached garage,ca
8881,SF bay area,2390,house,1335,2,2.5,0,0,0,0,0,0,w/d hookups,attached garage,ca
8882,SF bay area,1522,apartment,475,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
8883,SF bay area,7300,apartment,1850,3,2.0,1,1,0,1,1,0,w/d in unit,attached garage,ca
8884,SF bay area,1664,apartment,619,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
8885,SF bay area,3650,apartment,657,1,1.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8887,SF bay area,2045,apartment,1035,2,2.0,1,1,1,1,1,0,w/d in unit,carport,ca
8888,SF bay area,2506,apartment,770,2,2.0,1,1,0,0,0,0,laundry on site,carport,ca
8889,SF bay area,2095,apartment,345,0,1.0,1,1,0,1,1,0,w/d in unit,street parking,ca
8890,SF bay area,1700,apartment,400,0,1.0,0,0,0,0,0,0,laundry on site,off-street parking,ca
8892,SF bay area,1300,cottage/cabin,300,1,1.0,0,0,0,0,0,0,no laundry on site,street parking,ca
8893,SF bay area,2730,apartment,840,2,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8894,SF bay area,2550,apartment,615,1,1.5,1,1,0,0,0,0,w/d in unit,attached garage,ca
8895,SF bay area,2335,apartment,820,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca
8896,SF bay area,2500,apartment,812,1,1.0,1,1,0,0,0,0,w/d in unit,street parking,ca
8897,SF bay area,2363,apartment,662,1,1.0,1,1,0,1,0,0,w/d in unit,carport,ca
8898,SF bay area,2345,apartment,550,1,1.0,1,1,0,0,0,0,laundry in bldg,carport,ca
8899,SF bay area,3700,apartment,1197,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8900,SF bay area,2795,apartment,750,1,1.0,0,0,0,0,0,1,laundry in bldg,carport,ca
8902,SF bay area,1900,apartment,575,1,1.0,0,0,1,0,0,0,laundry on site,street parking,ca
8903,SF bay area,2730,apartment,840,2,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8904,SF bay area,1964,apartment,975,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca
8905,siskiyou county,846,townhouse,1084,2,1.5,0,0,1,0,0,0,w/d hookups,off-street parking,ca
8906,SF bay area,3349,apartment,1226,2,2.0,1,0,1,0,0,0,w/d in unit,attached garage,ca
8907,SF bay area,2050,apartment,640,1,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8908,SF bay area,3650,apartment,657,1,1.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8909,SF bay area,2185,apartment,950,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
8910,SF bay area,2070,apartment,640,1,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8912,SF bay area,2614,apartment,850,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
8913,SF bay area,3454,apartment,987,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
8914,SF bay area,2205,apartment,701,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
8915,SF bay area,2935,apartment,752,1,1.0,1,1,0,1,1,0,w/d in unit,detached garage,ca
8916,SF bay area,3476,apartment,1000,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
8919,SF bay area,2025,apartment,520,0,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8920,SF bay area,2650,apartment,1045,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
8921,SF bay area,1994,apartment,682,1,1.0,1,1,0,0,0,0,laundry on site,carport,ca
8923,SF bay area,2863,apartment,1044,2,1.0,1,1,0,1,1,0,w/d in unit,attached garage,ca
8924,SF bay area,2385,apartment,1315,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
8925,SF bay area,2795,duplex,804,2,1.0,0,0,0,0,0,0,w/d in unit,detached garage,ca
8926,SF bay area,3650,townhouse,1405,3,2.5,1,1,0,0,0,0,w/d in unit,attached garage,ca
8929,SF bay area,4032,apartment,1340,3,2.0,1,1,0,1,1,0,w/d in unit,attached garage,ca
8930,SF bay area,3100,townhouse,1208,2,2.5,1,1,0,0,0,0,w/d in unit,attached garage,ca
8932,SF bay area,2700,house,1284,3,2.0,1,1,0,0,0,0,w/d in unit,street parking,ca
8933,SF bay area,3300,house,2970,5,2.5,0,0,0,0,0,0,w/d hookups,attached garage,ca
8934,SF bay area,3100,townhouse,880,2,1.0,1,1,0,0,0,0,w/d hookups,attached garage,ca
8935,SF bay area,2803,apartment,528,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
8936,SF bay area,1599,apartment,1,1,1.0,0,0,0,0,0,0,laundry on site,off-street parking,ca
8938,SF bay area,2095,apartment,640,1,1.0,1,1,0,0,0,0,laundry on site,carport,ca
